Age,Overall,Wage,Agility,Stamina,Penalties
29,66,€2K,36,26,23
31,66,€1K,47,73,73
29,66,€2K,61,80,36
29,66,€ 0,39,36,32
32,66,€2K,37,41,10
30,66,€2K,44,65,37
30,66,€3K,88,81,64
33,66,€2K,63,74,58
31,66,€7K,66,65,56
30,66,€4K,64,73,50
26,66,€1K,69,76,44
19,66,€4K,75,79,61
31,66,€3K,71,68,55
29,66,€1K,75,71,53
26,66,€3K,68,67,55
23,66,€4K,64,32,63
21,66,€2K,69,78,30
36,66,€2K,69,62,46
24,66,€8K,61,73,33
33,66,€12K,69,51,70
23,66,€1K,67,72,60
38,66,€2K,31,35,23
29,66,€6K,69,74,28
30,66,€2K,57,86,54
24,66,€1K,57,73,35
18,66,€4K,57,25,15
32,66,€3K,59,38,15
30,66,€4K,59,77,23
26,66,€1K,62,66,50
23,66,€3K,56,64,40
27,66,€3K,36,36,22
24,66,€11K,47,74,40
21,66,€4K,71,60,52
30,66,€2K,42,34,22
22,66,€7K,83,71,45
22,66,€5K,65,67,50
30,66,€4K,65,75,20
29,66,€4K,59,65,42
29,66,€1K,57,60,31
28,66,€2K,34,65,40
33,66,€2K,63,39,11
21,66,€1K,75,66,59
31,66,€1K,72,70,57
32,66,€3K,40,33,20
26,66,€2K,84,65,58
25,66,€1K,84,89,56
32,66,€1K,42,71,59
25,66,€3K,31,36,30
31,66,€5K,30,41,25
29,66,€2K,69,67,61
22,66,€8K,52,59,36
28,66,€4K,29,23,10
30,66,€2K,67,82,14
27,66,€4K,59,74,43
20,66,€2K,58,64,40
30,66,€4K,74,92,62
34,66,€2K,50,42,19
28,66,€6K,70,74,33
19,66,€10K,87,54,60
35,66,€2K,64,32,71
21,66,€9K,50,60,41
27,66,€5K,65,71,39
25,66,€3K,38,69,41
24,66,€2K,74,69,32
27,66,€4K,72,63,35
25,66,€3K,68,82,53
26,66,€8K,68,69,45
32,66,€2K,39,55,35
27,66,€2K,32,52,55
23,66,€2K,79,54,62
24,66,€6K,71,74,65
27,66,€4K,65,66,55
28,66,€1K,71,71,54
28,66,€3K,51,67,40
34,66,€9K,62,66,77
19,66,€3K,78,69,46
19,66,€3K,57,67,38
28,66,€1K,72,89,47
30,66,€11K,75,75,69
23,66,€7K,91,76,42
25,66,€5K,71,71,43
22,66,€2K,38,69,42
27,66,€6K,74,75,59
24,66,€10K,35,36,16
23,66,€2K,42,64,46
22,66,€2K,81,65,60
33,66,€2K,73,71,60
27,66,€2K,70,61,67
22,66,€2K,81,74,47
22,66,€3K,79,64,42
21,66,€3K,62,74,51
31,66,€5K,34,68,61
26,66,€2K,74,82,50
26,66,€3K,66,72,48
22,66,€7K,73,70,50
19,66,€2K,71,66,54
28,66,€2K,55,55,63
27,66,€8K,89,90,44
24,66,€2K,64,71,39
24,66,€3K,63,55,62
26,66,€7K,86,50,58
22,66,€5K,72,79,50
29,66,€1K,39,18,32
21,66,€4K,63,68,46
26,66,€2K,34,55,50
30,66,€5K,78,51,77
21,66,€3K,63,66,56
29,66,€2K,64,73,47
29,66,€4K,42,50,42
26,66,€1K,57,72,70
24,66,€4K,66,70,42
30,66,€7K,63,64,49
34,66,€7K,81,67,55
34,66,€2K,33,42,22
35,66,€1K,50,34,23
26,66,€5K,75,69,55
31,66,€2K,62,69,37
20,66,€14K,85,58,56
32,66,€4K,66,75,59
25,66,€3K,66,71,56
32,66,€1K,67,79,50
30,66,€2K,56,81,48
24,66,€2K,82,90,53
25,66,€2K,55,60,47
32,66,€2K,67,62,16
27,66,€5K,75,69,67
21,66,€1K,64,74,48
30,66,€4K,78,81,56
29,66,€2K,52,64,42
31,66,€5K,70,76,67
35,66,€2K,66,63,62
24,66,€2K,76,66,57
19,66,€1K,44,16,17
34,66,€3K,37,67,80
32,66,€6K,72,78,67
25,66,€5K,42,37,14
29,66,€5K,64,71,55
22,66,€4K,65,65,53
20,66,€9K,86,71,63
20,66,€9K,63,63,40
26,66,€3K,72,67,52
22,66,€5K,60,64,44
31,66,€2K,65,40,28
30,66,€1K,58,55,69
26,66,€4K,75,71,59
22,66,€1K,78,71,50
34,66,€4K,63,53,60
34,66,€3K,70,63,68
26,66,€1K,58,30,53
26,66,€2K,52,59,54
34,66,€1K,50,43,54
22,66,€8K,74,72,70
25,66,€4K,50,77,41
30,66,€2K,52,76,54
28,66,€3K,74,72,50
26,66,€4K,67,80,38
25,66,€2K,65,70,47
20,66,€10K,68,90,55
20,66,€2K,72,70,46
30,66,€2K,70,73,61
27,66,€2K,39,24,20
25,66,€2K,79,65,48
23,66,€1K,74,84,32
20,66,€4K,72,78,38
29,66,€4K,69,73,68
28,66,€5K,73,67,68
21,66,€5K,81,59,50
25,66,€5K,68,77,66
25,66,€5K,77,46,55
35,66,€1K,69,55,70
27,66,€2K,55,30,13
29,66,€3K,71,74,52
25,66,€2K,71,72,39
27,66,€2K,82,59,56
23,66,€1K,80,69,45
32,66,€4K,60,66,70
28,66,€4K,56,74,22
26,66,€3K,54,57,35
24,66,€5K,65,63,59
26,66,€3K,68,74,44
26,66,€9K,69,79,61
32,66,€4K,79,59,67
21,66,€5K,50,75,42
29,66,€3K,68,70,73
27,66,€2K,74,85,57
34,66,€1K,54,77,54
21,66,€5K,83,73,56
22,66,€2K,78,61,57
22,66,€4K,66,85,45
24,66,€3K,73,73,42
22,66,€11K,29,20,12
22,66,€4K,72,67,59
25,66,€4K,60,74,37
25,66,€2K,79,77,36
24,66,€2K,80,67,44
22,66,€1K,54,66,33
21,66,€3K,81,57,45
20,66,€6K,52,65,40
28,66,€3K,63,63,45
34,66,€2K,41,32,21
29,66,€2K,73,70,48
29,66,€5K,75,83,62
29,66,€2K,57,66,47
32,66,€6K,69,72,66
30,66,€4K,89,65,67
25,66,€3K,41,82,34
28,66,€4K,65,90,49
22,66,€2K,46,65,43
28,66,€5K,39,35,23
27,66,€1K,68,54,64
34,66,€7K,70,61,67
23,66,€ 0,42,77,34
29,66,€3K,56,64,60
34,66,€10K,68,77,50
30,66,€2K,33,56,37
26,66,€3K,66,74,59
25,66,€10K,61,62,49
23,66,€3K,90,69,45
23,66,€3K,53,62,40
33,66,€2K,53,64,32
21,66,€1K,52,60,40
26,66,€5K,65,70,44
30,66,€8K,80,67,68
32,66,€1K,52,65,35
27,66,€3K,58,59,44
33,66,€2K,45,72,58
38,66,€2K,72,60,68
24,66,€1K,82,86,39
22,66,€2K,77,64,52
25,66,€3K,79,66,59
30,66,€1K,37,32,23
23,66,€3K,64,83,35
24,66,€5K,52,63,60
25,66,€2K,68,72,48
26,66,€4K,59,68,38
26,66,€19K,54,59,60
21,66,€4K,75,76,53
26,66,€1K,72,54,63
20,66,€7K,32,22,21
28,66,€ 0,52,85,37
37,66,€7K,29,30,12
30,66,€2K,56,56,34
25,66,€4K,42,29,23
25,66,€2K,71,67,57
28,66,€4K,76,67,49
21,66,€4K,34,39,16
24,66,€8K,61,71,50
21,66,€2K,65,70,60
28,66,€3K,56,71,66
30,66,€1K,72,87,45
35,66,€2K,56,71,31
28,66,€2K,85,77,49
24,66,€3K,62,71,51
27,66,€2K,60,62,42
25,66,€5K,47,61,34
26,66,€4K,58,60,68
25,66,€13K,38,69,63
25,66,€3K,67,82,50
32,66,€2K,73,67,65
30,66,€1K,40,44,12
34,66,€5K,65,61,67
32,66,€2K,72,74,50
29,66,€3K,71,80,34
20,66,€3K,68,67,61
31,66,€2K,82,70,52
35,66,€4K,60,50,66
24,66,€2K,78,50,58
25,66,€3K,64,75,33
32,66,€3K,66,73,60
24,66,€3K,78,79,47
24,66,€1K,81,63,68
30,66,€4K,65,68,42
23,66,€2K,69,63,57
26,66,€5K,51,54,29
23,66,€2K,44,30,21
18,66,€2K,73,56,59
34,66,€4K,71,75,25
33,66,€4K,55,54,22
24,66,€2K,53,90,41
28,66,€2K,82,65,54
22,66,€3K,70,74,59
22,66,€4K,29,18,16
27,66,€4K,58,68,53
28,66,€2K,76,76,55
20,66,€4K,32,41,12
28,66,€5K,68,55,59
32,66,€3K,47,51,28
26,66,€4K,32,21,16
21,66,€3K,71,62,55
25,66,€4K,63,38,51
30,66,€5K,56,37,19
25,66,€4K,79,91,49
33,66,€5K,55,51,57
26,66,€2K,35,62,55
24,66,€4K,53,65,42
25,66,€2K,38,29,19
20,66,€6K,58,68,35
31,66,€4K,76,76,61
22,66,€5K,49,61,63
30,66,€3K,64,60,34
38,66,€1K,52,22,19
22,66,€3K,75,67,59
33,66,€2K,40,72,36
21,66,€2K,31,64,44
31,66,€3K,77,86,58
30,66,€3K,51,58,72
23,66,€3K,30,38,27
23,66,€4K,58,60,49
21,66,€3K,64,72,42
22,66,€10K,70,71,46
27,66,€3K,64,78,43
25,66,€1K,55,62,46
20,66,€2K,77,76,59
21,66,€1K,43,62,34
18,66,€2K,43,62,36
25,66,€1K,55,64,62
31,66,€3K,69,56,65
28,66,€1K,60,41,18
25,66,€3K,63,64,65
28,66,€1K,71,77,37
36,66,€3K,68,73,61
27,66,€2K,70,82,36
40,66,€1K,37,30,24
18,66,€8K,82,47,55
28,66,€5K,69,67,45
32,66,€2K,56,55,58
33,66,€2K,73,83,34
26,66,€5K,75,83,61
29,66,€3K,57,49,66
23,66,€14K,37,33,22
36,66,€2K,59,83,54
20,66,€2K,73,69,49
20,66,€1K,64,65,41
20,66,€2K,55,69,42
28,66,€2K,73,63,22
22,66,€8K,66,63,64
23,66,€2K,56,63,36
29,66,€1K,69,76,61
25,66,€2K,63,57,48
36,66,€2K,35,77,66
26,66,€6K,70,70,54
21,66,€8K,68,59,60
20,66,€1K,67,65,63
20,66,€10K,45,70,40
24,66,€3K,88,86,43
21,66,€2K,56,77,66
23,66,€2K,69,65,59
30,66,€2K,62,60,48
33,66,€4K,30,67,48
24,66,€4K,80,54,61
27,66,€4K,49,82,51
25,66,€1K,71,67,60
24,66,€2K,83,68,48
21,66,€9K,46,67,42
33,66,€2K,62,70,50
19,66,€3K,72,72,63
29,66,€5K,73,78,58
28,66,€1K,73,69,38
34,66,€15K,67,52,72
27,66,€4K,90,76,58
23,66,€2K,85,67,58
23,66,€3K,74,76,54
22,66,€6K,87,77,51
31,66,€3K,61,68,39
30,66,€4K,67,61,35
19,66,€7K,79,74,57
31,66,€1K,59,64,49
31,66,€2K,75,56,71
27,66,€4K,50,65,47
21,66,€3K,61,60,42
27,66,€5K,68,75,47
26,66,€2K,69,69,64
22,66,€2K,75,80,40
21,66,€3K,77,69,50
26,66,€5K,68,81,56
21,66,€1K,66,65,53
27,66,€4K,64,84,67
28,66,€3K,78,81,39
23,66,€2K,66,67,48
21,66,€4K,76,67,68
28,66,€3K,92,64,57
25,66,€2K,59,70,35
32,66,€4K,50,76,42
29,66,€2K,87,72,60
21,66,€10K,74,58,58
27,66,€3K,73,77,47
27,66,€2K,59,77,48
32,66,€3K,74,73,42
29,66,€4K,76,62,58
29,66,€3K,80,69,62
28,66,€4K,82,67,67
33,66,€4K,59,70,42
25,66,€2K,75,75,61
20,66,€5K,73,61,61
25,66,€3K,52,70,46
28,66,€3K,76,63,66
31,66,€2K,64,80,36
22,66,€3K,46,63,34
31,66,€4K,92,73,52
24,66,€2K,88,67,55
26,66,€5K,67,74,29
21,66,€1K,69,85,54
33,66,€2K,70,71,50
26,66,€3K,48,34,21
21,66,€9K,69,71,50
22,66,€10K,35,34,20
25,66,€ 0,70,71,65
30,66,€4K,72,67,57
37,66,€8K,62,30,75
33,66,€2K,47,64,70
31,66,€4K,67,63,73
23,66,€1K,32,31,21
21,66,€5K,79,69,71
31,66,€1K,75,73,49
30,66,€2K,67,82,69
30,66,€2K,64,67,71
24,66,€5K,55,74,56
24,66,€7K,80,77,48
35,66,€2K,62,62,45
20,66,€4K,89,79,55
21,66,€4K,58,70,66
19,66,€4K,81,56,53
29,66,€2K,49,62,41
29,66,€1K,61,76,45
24,66,€4K,62,74,51
23,66,€2K,75,79,50
24,66,€3K,93,73,58
20,66,€6K,77,67,49
31,66,€2K,70,63,65
26,66,€2K,66,76,63
28,66,€3K,38,34,12
27,66,€2K,37,62,37
21,66,€2K,62,72,65
32,66,€2K,64,70,63
24,66,€3K,54,77,45
26,66,€3K,55,68,39
25,66,€9K,71,63,67
26,66,€1K,69,74,52
26,66,€1K,63,77,41
31,66,€2K,74,68,69
27,66,€4K,80,51,57
27,66,€4K,74,79,30
25,66,€2K,73,78,54
22,66,€2K,52,79,43
28,66,€9K,71,91,47
28,66,€2K,55,75,45
26,66,€4K,76,52,43
27,66,€3K,68,88,39
25,66,€3K,57,72,34
29,66,€3K,87,81,54
24,66,€2K,76,68,56
25,66,€1K,50,70,38
27,66,€2K,28,30,20
26,66,€4K,78,70,47
24,66,€4K,78,65,56
18,66,€1K,74,68,46
24,66,€2K,33,44,23
25,66,€2K,71,89,46
25,66,€2K,75,70,58
29,66,€4K,56,71,29
24,66,€2K,43,68,47
24,66,€2K,79,72,48
23,66,€10K,69,63,50
22,66,€3K,77,66,61
20,66,€2K,84,55,43
30,66,€4K,66,76,66
27,66,€1K,70,57,38
30,66,€5K,61,58,64
25,66,€5K,80,72,54
27,66,€3K,76,75,67
28,66,€1K,66,71,38
29,66,€4K,67,82,44
23,66,€2K,76,61,51
34,66,€1K,61,78,49
32,66,€1K,33,31,22
30,66,€2K,62,65,59
29,66,€3K,76,78,61
23,66,€1K,39,32,25
23,66,€1K,50,67,60
19,66,€3K,60,46,47
30,66,€3K,72,68,80
35,66,€6K,66,64,46
29,66,€2K,71,77,59
25,66,€3K,58,76,61
23,66,€1K,63,70,40
27,66,€6K,67,75,64
18,66,€6K,74,68,61
21,66,€6K,62,66,55
25,66,€6K,66,65,64
25,66,€1K,81,73,63
24,66,€3K,71,69,44
31,66,€3K,64,69,73
25,66,€2K,64,51,53
28,66,€12K,78,64,78
25,66,€3K,77,86,49
21,66,€2K,87,78,52
19,66,€3K,70,61,67
21,66,€2K,63,71,58
22,66,€1K,57,73,44
30,66,€3K,72,75,54
23,66,€3K,66,73,39
26,66,€1K,87,79,58
28,66,€1K,85,73,66
22,66,€6K,66,69,38
24,66,€8K,83,33,52
20,66,€4K,66,68,55
22,66,€5K,63,71,64
26,66,€3K,65,78,39
30,66,€2K,83,75,45
27,66,€4K,68,80,39
21,66,€2K,79,72,57
25,66,€2K,73,74,55
33,66,€1K,55,65,59
34,66,€6K,70,74,55
29,66,€3K,55,64,53
22,66,€3K,73,84,47
21,66,€1K,77,93,40
24,66,€2K,44,66,40
21,66,€4K,75,62,66
27,66,€2K,78,70,62
27,66,€4K,65,55,66
21,66,€1K,72,69,62
25,66,€3K,57,75,51
19,66,€4K,69,72,51
27,66,€5K,82,68,62
26,66,€5K,57,88,64
23,66,€10K,70,67,52
38,66,€3K,70,21,21
24,66,€7K,43,68,58
27,66,€5K,70,67,65
22,66,€6K,54,55,61
30,66,€2K,73,72,54
30,66,€2K,57,61,60
34,66,€2K,46,28,33
22,66,€2K,77,86,54
21,66,€5K,70,69,62
19,66,€2K,82,62,58
27,66,€4K,75,86,50
33,66,€3K,33,55,62
29,66,€3K,81,79,62
32,66,€2K,62,60,50
38,66,€1K,74,54,59
32,66,€5K,59,54,65
25,66,€ 0,23,28,17
19,66,€1K,70,71,50
30,66,€2K,72,68,59
29,66,€3K,42,50,41
23,66,€8K,70,65,53
23,66,€11K,30,67,42
30,66,€3K,60,81,31
18,66,€7K,52,58,50
21,66,€10K,84,70,51
33,66,€6K,60,68,56
28,66,€1K,70,71,80
29,66,€4K,68,74,43
26,66,€2K,62,79,59
21,66,€1K,70,87,43
26,66,€4K,70,68,58
27,66,€2K,82,76,42
30,66,€3K,71,76,45
35,66,€2K,70,33,58
23,66,€3K,74,49,62
29,66,€1K,58,78,47
26,66,€3K,63,77,57
24,66,€3K,78,79,45
27,66,€2K,30,42,21
27,66,€2K,54,76,38
24,66,€4K,64,64,39
36,66,€3K,82,64,73
29,66,€2K,70,71,53
29,66,€2K,64,80,60
26,66,€2K,74,71,51
23,66,€3K,74,80,59
22,66,€5K,82,68,55
22,66,€10K,54,63,38
30,66,€3K,45,70,35
37,66,€1K,69,57,51
26,66,€3K,74,60,66
23,66,€2K,48,80,42
32,66,€6K,65,59,58
21,66,€2K,68,73,61
35,66,€2K,58,28,22
29,66,€2K,78,80,70
29,66,€4K,62,71,67
27,66,€2K,78,74,35
23,66,€3K,56,72,41
27,66,€15K,30,19,21
25,66,€2K,71,79,59
22,66,€3K,70,64,71
25,66,€4K,76,71,52
18,66,€2K,63,66,49
21,66,€4K,59,32,54
25,66,€3K,78,63,58
31,66,€8K,43,35,17
25,66,€1K,49,29,15
18,66,€2K,66,51,61
27,66,€3K,67,76,48
21,66,€5K,86,68,54
22,66,€3K,69,60,55
28,66,€4K,73,93,58
33,66,€4K,67,88,61
29,66,€2K,77,76,69
24,66,€4K,44,58,61
19,66,€1K,40,30,20
31,66,€5K,75,61,43
26,66,€2K,77,70,59
24,66,€1K,87,74,49
24,66,€2K,80,63,56
23,66,€4K,66,61,56
35,66,€2K,85,65,66
29,66,€3K,57,80,43
26,66,€4K,70,70,30
23,66,€7K,74,79,48
22,66,€2K,32,22,22
23,66,€4K,71,56,68
29,66,€3K,55,72,59
28,66,€2K,72,81,45
20,66,€1K,92,57,49
21,66,€4K,68,67,55
30,66,€3K,72,60,63
20,66,€6K,64,75,43
28,66,€3K,63,68,55
29,66,€8K,35,75,35
24,66,€2K,64,71,44
30,66,€8K,36,23,14
31,66,€2K,66,66,65
26,66,€3K,75,65,59
30,66,€3K,32,28,24
27,66,€4K,74,77,39
25,66,€15K,54,61,36
24,66,€5K,81,76,57
24,66,€2K,45,71,50
32,66,€4K,67,72,66
29,66,€2K,52,26,22
22,66,€2K,78,77,65
21,66,€6K,48,57,40
22,66,€2K,77,73,54
28,66,€6K,66,85,43
27,66,€3K,64,62,56
26,66,€8K,76,75,58
26,66,€5K,64,70,51
22,66,€11K,73,48,47
33,66,€5K,36,20,11
25,66,€1K,68,79,46
21,66,€2K,67,71,46
24,66,€3K,68,62,56
33,66,€1K,63,68,34
22,66,€4K,87,86,62
19,66,€1K,57,75,52
27,66,€2K,33,43,19
33,66,€2K,58,64,64
24,66,€6K,86,76,59
27,66,€1K,70,70,55
25,66,€1K,77,87,29
26,66,€3K,72,63,64
26,66,€2K,57,24,24
26,66,€2K,42,30,26
22,66,€2K,69,60,57
23,66,€12K,75,64,55
21,66,€5K,70,62,53
34,66,€2K,75,89,36
19,66,€6K,77,56,57
17,66,€2K,59,72,55
31,66,€4K,82,66,59
27,66,€3K,59,62,67
30,66,€10K,47,34,18
25,66,€2K,72,78,44
34,66,€2K,50,41,44
19,66,€2K,74,64,64
21,66,€4K,40,21,16
24,66,€2K,64,78,39
30,66,€1K,51,60,57
32,66,€3K,82,82,53
25,66,€3K,47,30,30
22,66,€2K,58,65,40
31,66,€2K,66,62,43
32,66,€2K,67,67,45
34,66,€2K,69,73,70
19,66,€6K,78,63,78
26,66,€1K,40,33,15
32,66,€2K,66,81,56
25,66,€4K,43,63,37
22,66,€3K,74,52,65
23,66,€6K,77,71,62
26,66,€11K,44,69,40
28,66,€2K,38,36,19
20,66,€4K,72,72,40
27,66,€1K,71,56,54
24,66,€3K,81,86,41
23,66,€4K,79,81,38
24,66,€1K,59,71,61
24,66,€4K,58,63,58
20,66,€8K,75,67,55
25,66,€4K,44,63,41
27,66,€4K,82,60,46
29,66,€2K,65,77,59
32,66,€2K,32,62,39
27,66,€1K,81,69,50
26,66,€2K,62,76,34
33,66,€4K,92,65,71
33,66,€3K,63,47,58
18,66,€7K,46,68,49
29,66,€4K,66,72,56
26,66,€3K,59,60,41
26,66,€1K,59,40,14
21,66,€4K,69,73,46
35,66,€1K,43,30,13
19,66,€2K,72,73,50
32,66,€2K,69,60,68
26,66,€2K,73,79,46
27,66,€2K,38,34,23
27,66,€2K,43,60,31
32,66,€4K,63,65,39
26,66,€2K,48,66,27
28,66,€1K,60,68,15
28,66,€3K,43,70,44
27,66,€5K,72,74,64
22,66,€1K,61,74,57
25,66,€2K,58,66,66
23,66,€2K,68,58,43
21,66,€5K,67,78,45
29,66,€1K,81,78,50
22,66,€2K,61,68,44
24,66,€4K,71,63,68
27,66,€2K,72,70,65
23,66,€9K,70,72,41
21,66,€4K,72,79,40
31,66,€2K,73,67,53
25,66,€4K,69,70,58
24,66,€3K,65,72,56
24,66,€1K,50,53,30
26,66,€4K,38,72,53
22,66,€2K,61,37,24
28,66,€2K,79,52,52
24,66,€2K,65,93,44
21,66,€5K,92,66,48
25,66,€2K,78,68,58
19,66,€1K,55,53,57
21,66,€2K,61,70,62
25,66,€2K,58,75,45
22,66,€2K,71,73,58
24,66,€4K,56,67,56
32,66,€10K,61,84,55
23,66,€ 0,79,80,67
25,66,€2K,77,74,52
24,66,€1K,36,30,16
24,66,€2K,73,76,55
27,66,€3K,74,74,60
24,66,€1K,61,22,24
29,66,€ 0,55,60,73
25,66,€2K,69,84,34
21,66,€3K,56,49,41
24,66,€4K,62,66,52
27,66,€3K,41,19,14
26,66,€15K,75,71,59
25,66,€3K,70,63,41
28,66,€2K,63,88,63
23,66,€2K,67,71,38
25,66,€3K,37,63,62
22,66,€ 0,66,78,63
35,66,€2K,60,71,59
24,66,€4K,74,70,55
28,66,€2K,36,26,16
21,66,€2K,90,58,51
19,66,€2K,80,66,58
24,65,€3K,73,58,63
28,65,€6K,62,76,70
32,65,€2K,30,67,43
25,65,€3K,79,61,59
21,65,€4K,73,46,56
28,65,€6K,78,62,36
32,65,€3K,66,66,59
22,65,€3K,36,27,21
18,65,€3K,26,19,13
23,65,€1K,65,70,44
27,65,€2K,73,69,44
31,65,€2K,46,79,38
22,65,€4K,53,71,51
20,65,€5K,78,78,49
26,65,€1K,68,77,47
21,65,€5K,48,63,40
20,65,€5K,52,54,51
26,65,€2K,48,24,25
26,65,€4K,52,67,66
33,65,€1K,32,84,41
22,65,€7K,78,66,57
22,65,€4K,68,75,53
21,65,€2K,58,63,58
21,65,€2K,84,76,40
32,65,€3K,67,68,66
21,65,€7K,69,63,62
18,65,€1K,69,41,67
27,65,€16K,73,67,58
29,65,€2K,70,71,13
25,65,€4K,77,77,64
21,65,€3K,67,74,43
27,65,€1K,87,85,47
29,65,€3K,75,69,42
22,65,€1K,80,71,35
23,65,€1K,34,32,23
18,65,€2K,74,62,48
18,65,€2K,81,66,41
24,65,€3K,76,72,44
22,65,€3K,69,77,48
21,65,€2K,69,64,38
22,65,€2K,37,67,43
33,65,€2K,39,29,19
26,65,€3K,69,80,34
34,65,€9K,50,28,16
28,65,€4K,78,75,56
38,65,€2K,33,38,22
19,65,€2K,75,65,47
28,65,€1K,76,79,55
28,65,€7K,71,80,55
27,65,€1K,78,75,68
27,65,€2K,35,20,19
23,65,€3K,62,64,54
36,65,€2K,67,67,65
23,65,€3K,52,69,47
20,65,€3K,75,71,43
31,65,€3K,66,72,53
32,65,€5K,30,30,24
22,65,€1K,59,76,33
31,65,€3K,65,76,66
36,65,€1K,41,30,17
19,65,€1K,60,55,44
19,65,€1K,53,65,49
24,65,€2K,70,70,52
30,65,€2K,78,66,67
26,65,€2K,68,69,38
21,65,€10K,83,69,48
27,65,€7K,49,66,38
27,65,€4K,56,70,17
25,65,€1K,71,78,37
26,65,€4K,66,68,38
31,65,€2K,32,59,68
27,65,€4K,40,73,65
26,65,€2K,56,63,50
26,65,€8K,38,33,18
22,65,€2K,72,76,44
24,65,€2K,36,42,24
32,65,€1K,56,52,63
19,65,€1K,73,52,50
24,65,€7K,74,69,60
27,65,€2K,64,69,66
21,65,€5K,62,61,54
30,65,€4K,58,71,59
28,65,€3K,55,70,39
24,65,€3K,65,68,44
24,65,€ 0,64,63,34
25,65,€2K,58,76,35
19,65,€1K,61,64,30
30,65,€1K,47,24,24
19,65,€3K,78,72,68
27,65,€1K,46,44,42
19,65,€3K,58,66,47
25,65,€2K,79,67,59
32,65,€3K,73,76,39
28,65,€4K,76,71,53
33,65,€3K,59,67,57
25,65,€1K,64,74,37
21,65,€6K,72,71,50
27,65,€2K,58,75,62
24,65,€3K,82,77,68
29,65,€1K,52,73,47
22,65,€1K,33,31,18
25,65,€1K,72,84,41
22,65,€2K,73,71,48
30,65,€2K,81,70,58
23,65,€4K,70,67,58
24,65,€1K,67,76,45
30,65,€2K,71,91,48
26,65,€4K,74,71,31
23,65,€3K,56,60,59
26,65,€6K,59,61,36
30,65,€5K,77,89,60
24,65,€3K,76,79,40
17,65,€4K,78,56,58
29,65,€2K,66,74,68
33,65,€4K,72,68,49
24,65,€2K,71,81,40
26,65,€4K,63,74,42
34,65,€1K,61,52,45
27,65,€1K,38,44,21
22,65,€5K,46,65,43
20,65,€5K,61,63,64
25,65,€4K,51,74,56
26,65,€3K,70,74,48
31,65,€4K,67,65,54
26,65,€3K,79,72,35
25,65,€5K,50,78,62
24,65,€6K,61,73,43
30,65,€6K,71,67,28
30,65,€2K,67,72,76
29,65,€1K,39,32,22
17,65,€3K,69,62,47
23,65,€3K,58,81,50
28,65,€2K,60,62,68
27,65,€1K,78,81,36
21,65,€4K,58,70,34
21,65,€4K,73,54,47
26,65,€3K,70,77,63
20,65,€6K,60,61,49
25,65,€1K,84,76,74
28,65,€2K,75,91,48
26,65,€3K,84,58,66
29,65,€2K,78,60,50
22,65,€9K,71,66,59
24,65,€2K,39,72,37
20,65,€3K,48,55,44
31,65,€3K,33,30,17
27,65,€2K,64,67,44
31,65,€2K,68,88,54
21,65,€4K,84,57,57
23,65,€2K,71,66,63
26,65,€3K,87,85,56
28,65,€4K,69,73,69
32,65,€1K,68,59,40
25,65,€2K,76,76,44
24,65,€5K,69,74,51
35,65,€1K,48,24,14
19,65,€5K,54,53,49
26,65,€2K,79,75,31
33,65,€4K,49,61,38
31,65,€6K,55,19,13
18,65,€13K,76,63,44
30,65,€4K,55,61,74
36,65,€1K,65,80,28
35,65,€2K,80,64,50
29,65,€2K,31,30,22
26,65,€3K,82,52,53
26,65,€3K,75,72,41
26,65,€2K,72,60,48
27,65,€4K,57,59,36
25,65,€2K,43,66,37
22,65,€2K,37,57,41
25,65,€1K,66,76,65
29,65,€3K,31,33,18
25,65,€1K,51,69,67
21,65,€1K,79,73,33
19,65,€1K,74,65,55
37,65,€1K,43,52,47
24,65,€3K,67,64,60
21,65,€ 0,74,69,49
34,65,€1K,35,36,25
20,65,€1K,79,83,49
29,65,€3K,80,66,45
27,65,€2K,70,70,52
26,65,€5K,72,82,56
33,65,€1K,42,56,60
31,65,€3K,64,64,28
20,65,€2K,71,34,68
21,65,€2K,49,68,44
20,65,€18K,53,64,40
27,65,€3K,80,69,58
26,65,€ 0,89,68,58
22,65,€2K,79,74,46
26,65,€2K,61,72,41
26,65,€3K,55,63,55
32,65,€4K,61,69,34
34,65,€6K,50,41,21
28,65,€2K,47,63,39
22,65,€1K,56,66,39
30,65,€1K,74,63,37
23,65,€6K,62,37,43
21,65,€2K,63,61,48
31,65,€4K,82,78,61
22,65,€4K,78,65,38
24,65,€3K,45,33,25
21,65,€7K,64,73,36
23,65,€5K,92,65,57
22,65,€2K,61,70,42
23,65,€2K,75,78,60
28,65,€1K,82,76,59
32,65,€2K,77,63,39
18,65,€2K,68,61,55
20,65,€ 0,42,83,42
33,65,€4K,40,68,27
25,65,€11K,86,67,40
28,65,€1K,34,33,20
24,65,€1K,79,67,39
30,65,€2K,54,74,28
23,65,€6K,72,50,60
22,65,€4K,65,69,48
22,65,€2K,75,69,60
29,65,€8K,59,41,26
27,65,€3K,81,64,44
20,65,€5K,66,53,61
23,65,€3K,62,70,30
27,65,€11K,74,74,41
25,65,€2K,57,77,32
23,65,€1K,51,47,41
29,65,€4K,71,74,45
19,65,€1K,59,75,45
22,65,€1K,73,63,50
30,65,€8K,45,37,41
26,65,€3K,70,79,34
